# class	strip	residue	count — from tools/paradigm.py
nfz	0	ің	60
nfz	0	іңде	60
nfz	0	іңдегі	60
nfz	0	іңді	60
nfz	0	іңе	60
nfz	0	іңмен	60
nfz	0	іңнен	60
nfz	0	іңнің	60
nfz	0	іңіз	60
nfz	0	іңізбен	60
nfz	0	іңізге	60
nfz	0	іңізде	60
nfz	0	іңіздегі	60
nfz	0	іңізден	60
nfz	0	іңізді	60
nfz	0	іңіздің	60
